company_address,company_name,company_tel,idfa,imei,imsi,ip,mac,phone1,phone2,uid,user_flag,zhuce_phone
5178013acfe450fb730ee60337569b75,fd14f304ed672382f4677fcdff5124f4,7b70f9f20e3607d5d22789433808717f,,91a7217bd1a3f502c2136dd89dae80d2,eb29a18c8853146f9a36566b21cd63c7,ab239e9634b7d0f76674ef57dd0dd357,f5a3dd62a7c8276842fd0a9947636b10,7c8cb94a4487a0911fcb88b05ca26a30,e1dbc133e246e0cb0807edc70a3ba529,1097728,0,46c7c7522ad9f5863199bf4404c944d5
056653d963a655b1902accf138a940a2,c784e4c5b7977d1467eeacf9fe932412,da77e967c9e54fd6ba9b3253c7a39194,,,,,,dff30d23c47d8a37835f923ec1b0f0b9,42bcf141f80e25ab1462783749792452,1097729,0,9999bce58169d9faaf001bd881b818f6
e3c62c6aee6cec35dba3d6971b3fc3ad,1d14f5cc3af03aeaf309ce77944af7ad,a473d17dafebebc6eee9ed35ba9bd11a,,24e060ded332ae72aa30aebfb36bd7e1,,,,7745d5bf8af8ad95551b5d4eacf60a33,9bda2088e0fab0b8dee0eb78c03b0112,1097730,0,7058bc25194f55681c83631c2694ff08
f603c32c896bd82ddf96443cc8901873,79df4632d3b31e56cfaff2d6e140c8fa,f4cba3d6a0227dddc0b1e78110178be6,117d18bae7a4258ac624a9eb0d13620a,,,,,67ba08b22829d4d3e735e4e8e2adb568,a9c74bdd13e4eee446525e5f1656403c,1097731,1,1e5ef670886ac08a7dc421a668d03bb2
d3bf7df9cbb2ef4fad40d528591e744e,e01ef8d1b5ff4034dbbd1be777df5d6b,fe6e00b3f0e040daf420079f5c248c5c,,fa3a8ca2cc9f96f7f5dacdbf155e9477,1c136239e374fdb2f2632a920abfa7c3,932ea6df62a71c50742db81e25a1b9d1,b1a40ed2aedd282cd2382b39be559492,7da9c4fa3a8b25cf26e1b795e9213670,6dc5a9ed86ad3e6531eea752d8a77f4c,1097732,0,02d6b95a81cc5ce523cec784e4a100dc
3021b30b2846e0593904e282ec17b93a,38e63f634afe683103864c3ee52c1689,f46b6e494f3858356a9572d229cb1b1d,,761e0553b2ee0c897edae5598df305d9,81769b9401e727e0fb11cb370e78fb55,ef2951e02d4b128fc9f02d4e6ce9ed96,61b71af9c318b0e8d09780488c894eb1,6cc5faeecfe5f2437387af4683b6188e,121f9e46c324ce2a4e2bd80ffb148700,1097733,0,787a7cc15566bb043b17495268635753
3c61ad1cb1ffcf2f8591b455ba19d852,ae1ab4c952bd87ac4d99ad9657c5903c,06ee4bd0759bd1f9170893a11f0cc2eb,,c3e38ba79cb1d3bdfe1ae2d6dcc241f5,9da7b965bc4d510e4fefa713255fd1c1,d76a7787f68f78c9bc3e8ce403ae8fc8,,f60bd0302007acd56699466e76a2efb6,ec7d116e5db11f1f63ecd4c1265a0767,1097734,0,83f5da4b8ced6b4bd46360851836009e
99cd85b376e6ddee20fc40d0f2d8e15b,d839a23aeac7dbe6c5a19a27ae631d04,46de4db06cab381b688ea9b4bb9fbf25,,a0b07a6813872c4f352d23a2c82b7307,0375f23680c7cfe9b650a8b5c6257a01,bcf6f83bc0f259b204b03d0092de2b97,6fcbf5e0f4c15379611ab14633b8b150,2075fb51edbcc8ef49c281fe82ad4620,a5677f3593941f63c83b7f3349038490,1097735,1,8cbf359f6f69a92a17a764781a7b2fb9
28cb077b9f1c122fcbf33cb9be60d751,8200b9e857738250c7e08040090e6301,9c6125c883287b633de12c36cff02b37,,79bfd8a73794888b990609a9fda43516,46e4ecea2c222f8005535f80d0708bed,f484dc1952682d99ba9d61eb420e1099,129a1f1401c020786cd7dd3c54f8023b,9cfa69b17f1e1e7c863ac13326b96ac9,bef6a171624bdec3bbd9361c3a526bfa,1097736,0,d83bed403f7ba5a9abd1ac2b37d1eff6
4242e9d6aa471b5e99d5f8fd6213d42b,99ce35b3926cdd3c454baa795103838f,43b62c2e9752a428d0d82bb89c1b1f3a,,7dfa5f6d539fb17599a44f7cbad68fe0,ae047027ba64dd8bcc5c39feac9482fc,ca24836f9a32d4cf0f4561aa3f2bc8f8,440edefc14e97263d0b3c7e5da748b5a,ad055cb984ee650465db3ff6eaa6cd5b,e456ddfeba27712250a97969cc7785ce,1097737,0,53f0dd80c5d2bc6062949bed82a2cd94
1c04fdae042fa3a79874408f177096dc,f634bd0f2a11655b601b08992279abfc,d47bdf655edc2003410909e28903d1b6,,,,,,af0aed0322ef782c2c86d4f6b36f19c0,8f100f1f2cfb224e681da62c5c5ed9d8,1097738,0,43c6797c228c9cb16aacaac241e6607c
7fe2b4586f96d75e4fbb461e80893f7f,56176f583a25b58779294fb672b6523b,2689c2ca7b5058b80661c8b5f97cd5e8,,57ab7cfb7a6469621aa9225de9f2f294,55589e4ca975d27cb0c0e0cad868ef75,84d281265c045aaff7deb1c52cbc0f40,69955907fce15cd61db2310a49a04387,2e672ba8a7040092b02b7cbc49d2bb3f,8b8a674393d132a9ad845387c89d336a,1097739,0,c3b940922ad158d0841b33adba594120
7371df956cafb6a291f75ce8adec31fe,a3f5724ef3bde9dce7219ad505544088,cf0bc331b202e6ce4491a68e19f5a84f,,9ff42718682b9f44f3bd58a360ec7210,,,,2269198c045cc4f9ab2e619c8335159b,9a0c96a2658d065c80e80e420cd7c8db,1097740,0,8f0c3a8705586bb448e91e824899e666
7d2a1afc52a0eaa09216c11d06389afb,d68bdcf4b7c485acf2cac18ae4921512,0876cf39112e97b5c3df098fb4661571,f4f08a06f9678684198b9d1c2d00ea35,,,12503a071e64bc4ab2df12a7212a12d5,5f1154a8ead9163e3e66c49a58bce059,595ec79e477f900bac8d50eee7e75ff4,a514fc959a036a74f14730208776d2cb,1097741,0,b6b18e747baeeaefbe6d029fab705e24
19e344faefcb0c0aa45f8cdbcf00ffc7,d5cd8e2ed4cf3d2a1efa971a7348f3fe,344dea1b767d52cf5dd915a1d47f2449,c353dfb01bc6cfc9a22178ee4dd575f5,,,,,63e24b99a18ae220d52a2aa22d652a72,5ce2f12d1827b9204aeff21d76663d17,1097742,0,b0661a8397e02ab63e6eea4f6d3b4e62
c22f12df7104c905f2ddded24c4d8b86,7ed85f7e2f061c4ac82a275352e1a8e7,2de190309c31e82702a6fc2d8ccca285,,47ec87caf544c2252970b75a33d402a0,cdc42db10a316a4f710e79869195a21b,55560a221fc2be7da6d7985cc1bed54e,9502404c5b7776c3814b73ab4d7622dd,6f71c3b2a2d135d3662db9dc3be9de7a,c5d04c95d3875b7b67e713f8367b69c8,1097743,0,2de190309c31e82702a6fc2d8ccca285
62a9ad1773863f3a581fb4bf7c90e417,00458b57a09d3a2277bcc22959786622,57b579a36e2043c66d37bed5708853f2,,,,,,97705604644d1c6f832ffc206debafcb,0587b7636ea1b40f3e1fff2581bc4e47,1097744,0,6b1c6f7f33f4dd3b045c0e2c879125e5
f4f83bc9e1aac23a476db5bc8c142fa1,448344304d91e92fa21963b91555dc49,c003e12c86d3f52480f9c8e7e10097c5,,,,,,60748e01f8ecea416e14415c9f50ab21,622a4c0acb8d114580b915f53740823a,1097745,0,b9f9be6589d23ca5926353233099c928
600205e2f867616158bb8cdc7b70b582,a0a59a4bae665b1d7ba8adf746207b42,67a1bbcce9f9e88e6bef84e205e0a6b2,,487e5b30a5811cfff8e8e578ef269eba,3658894ccc908aa5c3296af14bbf119f,378766079a7a3bdcfb87aae92de89486,e6365e758d2d88c8fd72db15f4f224a3,7af32a8146b2a96ad86d4b74dcd78ee0,58e95a05d1c1e2d68639f871554d1c3d,1097746,0,cf5bbd25caae29ee114fb9a0438b24c2
4c2b896064765cb9ee5c871f402a87e5,7782e22d1052198f322d7c2330da7acb,af47465c01b9105c960757f9248a6433,,,,,,d7d032c831bc709fab55cc3a6cab97de,e9be6c42b5f5fbab1d5a3d1e47dc5122,1097747,0,c19ce084b3ae2fd1ef35d2bac3b6d6a1
b22463352fdcd2294931d41da5b287a6,ee13cc23e992f3885fe555bd20491491,ab1a0bbf38b60631f18d7b4db715183e,,114b4eb93cfca11d807deb3ceb209c19,7e20893e5bb9aaaaecc740d40e6fe6da,beb89f5d89a11bd722dae22ca4da60f8,d4d14bd296c2e23c30e61a8dadf44fba,261fb31ff40947bb445c459852f0f5e1,6947469e5ce493093dc5776cc77f697e,1097748,0,d6eea6de462540638c499319a45ffb71
7b8cb6a00f854f9fb582d3ab8d0a81f3,2dc373a867100fbcab5ba1b8fd1d7d93,8bd027aab2e0f4586eef0c702bb8341b,,805dc6c82b1d14033a542841be3297a4,984d642861a1e50f086cbfe38f7fc04d,6184dd5706d352b3d4b79f8a7a71293a,03f74d493a59fa0bb934f8196f28d049,49ab7d276e945bdf34c07497e49aa8fc,99fa9b096f979107ef12ae4137600270,1097749,0,8aa97b30b13fdb2fc4b07feb8543dc57
442d0d2b1a34d991da06a2a9daedaba9,ac58de6a4911b21ba8681c6cda324e46,c3f1f12273871a2dca9a1dd5e9b3341e,,232d1b5ba58f5054a969cd6303261653,a9cb9d187c008c6be066d104ecb785d9,52fd417465653b5c74bb4631818fadce,1111152b2fd611511e4b10be0849330a,e6bb4b089ead5c58e0d0fe2432a3d78d,945c67f3f4ac94e95968f69eefa48eaf,1097750,0,651ec07c79771247ca12eb22b0e3682f
cbc8f39df0b68f6dc6bd858ef9465769,05570d51090729d871e94c76cad00ae2,3910e9e3291f6d7bcec821b8a5ef10a0,,78610d2896316bef1660a04c818c1bde,6f942ca4d26bad0a77c4f2224cb025ca,2fedd4501151a2aa940c7d6285aae82e,ee10590ca3fb0ce20df15af4078d9920,f84e71b4a481e44afdce0679ae38fe66,46079f2c8ae11a4e1e6b2063c7aa8fd5,1097751,0,2e90796265e892ebec13bf09cd3a86d2
e1a3dadec3f6ea326b517d87c0add054,f06ba5873503446b003ed3943b86285f,0d47d8385a3e545544a6f39ea4ca971c,97cfd5d9a2a3524ebe9b62f3ec6bc54c,,,00c33ceb085076117d2ffcf55c1cd22f,5f1154a8ead9163e3e66c49a58bce059,9d86ec0734cb72cf0f9dc769509056a3,7e7cb775bf4728446a2e416f3a766171,1097752,0,13e8d51f850616f8f7693d1c5ce8b559
fcc85899f7f923364e60e44bf8264a3f,ab9eafc2463e4a05974af2b5cc8d9f00,b40394f199748f4149b8b98be811e0e3,,,,536347a394f91724ff2c4ef7fc981462,,7b5c2517ee40466fcd9f1c216179c91d,7f100b997c217d704bc168b6e948df6d,1097753,0,d6fa8907dfd44867690e849e5792c907
a20ce33f48b3cb21bbf3a2f7f2dd08fb,ded7e1908579981f6c006a6df3757e2e,fef788d98a72bfcb67ed75b4a92ba66e,27cee1d649e990e9b5d5871ea980b552,,,,,e2cf272a350d15876e6b4b89cce56466,5ef9d7a54dcbcc2149437467af07f15b,1097754,0,5c262c919d7ccabdc330fbfb602970bc
c19b063f641af7399595022cd6484135,f93794308feac5fcf8f74ddd152c6b1b,caab4681da78a3dbd57a54c7c2b39913,,,,,,f68cad19dc41e907d76d6f5904bd4c61,93ac8865add6fe80abba1ade27fdc3f2,1097755,0,5bb78460e694f3ce2d576f40f5f85adf
7950d90c81263579ab310394659310f2,b3e62f92d7d521f4e31a91c00f430025,817ff6275724f450a0bf08dbea14bdda,,,,,,9cece9a9229cbede875161892b089475,ae10a21c0f09c0b93c1d9ddf8537c1df,1097756,1,954e18e6a82459b714fa8a7653f6ee51
824ba8a990ff7fec8bab2ed185a97a06,2361b69d8b364cb5d30511e66f9d87c7,822d65b6dc1724e77ee2d9db0c514032,,99640beeb909ce2309ed66bad5620a57,32739a644cc21c0332d241537b6882b9,127d8edd3dad10b180bccbf19f4db57c,7912ac94b9d81110bf7d2780571eb025,6eb4f45ded740dab0e8a0ea84df50070,0d03c3aa069d630083c151c70c93e02b,1097757,0,59b4f165f9528fd44a1dcb463c021dc0
d875ad7474c6a5a4daa2e81c3ec9348e,0596e373e8e9a4df9a563c6b61255c44,f631a88509a9888a3ba6795c4eebe272,,67231aba8916ebae3836b07a01a98811,04d5aff69d3bd1e868ecd65d6bee1736,14e153b0c48de9a42220b0168d471e48,b8c82c2fc65f10d1a3cb4edda8cae41e,273fc97a0c4c85599a68f56d2c4a94d7,0e119856f007b6b0027a77d5063b8621,1097758,0,f788d21458a9f2ad32cd79abb5252c23
ea74a09cc30d326111b06cc1b8b36628,e2ec293180a84d873791323fec7216a6,0a1fed01df1bdad6aa0fc5761a3d0b1c,,,,dc23c59208b7a055d4877cccb50c1efb,,6944fb1ec1f9a398229368cef77ec452,8797ff005b29dc4e614a459bbb4e9ab9,1097759,0,a8f7043642e6aee359e6f51e38d4afdd
5244c589b56a9e0d76fd022e05dac962,c1111c48d3ae507d32b68feefd3be2a2,556fae07f168a576b3566c4d19b0b898,,1591040d92425ffbc5325702a72ee6e8,4c26b1f8b3b042b05cf08f92d11913b1,a0af47e46b2908916b7d3faf0a0a15ba,c68899231b94343ee0c8ecc8e0e184ff,3a8c6eae7370a703d329d1ea4e25d8d6,9b2ee362cd1cb8072400666077099d67,1097760,0,dc708c4b81eba60152bbd1ff33dc3730
86a616ee27762702378a8254d90e2074,89a4b070d144886c8c27cf7a8f05f317,023262c7bc25a9ec4f9d76b13fc3890f,,,,dc23c59208b7a055d4877cccb50c1efb,,e198a4fea19c0cdbd1a260d1db912235,220767fa4c55ddd104a546a2602846e1,1097761,0,aba135283d14e77c83c7a3ef450fbd0b
2b9f893416ea82caf6ce9913be604769,6cb8cc445cf7eb2af6601bb0b662b97b,feadea261a2d2a9c636b05f31c9a1a46,,ef49f27610717bc99d7da2e7864e8c4b,8e23ade2fd397563176434b830eee053,e72cd045c10e3fa9bf1512a23e87d646,711b698251d060b9417fbb18362f747f,65458b5fee04176d7fb237f1a049e8fd,195a3aa529a14a186f61cb35eddf004d,1097762,0,1aadb67a026eba7f714afd6905c749fd
4d8fc492091ebd5732e4ab545b5ace79,37f01b8bf2969a453954714f652b8de1,f86b6af6a012e7f2e6dbd22b12c4bc81,,2f2dabfb56ac5173e369c304a99c5600,72becc0865d50738f304e2ca8349366c,8b2fcd6e0b42c691ed54cabd72352998,5dacf693ff25c619955fd924ecf0fb2e,8cb80abaf473b3f7646c089057160c30,5df1d8ad6b677d445c7ddd42a5b53a1c,1097763,0,5140568b388936662297c6d2da88b8d6
1e195bbce6461756b53375535e7fdecf,c65e4dbb48a59f1290935c2b4081f3aa,85401e04b487578402239a5b27521eca,,9baf2d4848cbf8e0223eb202ad5f03a4,4a1a33002591d74524f8b1367c7b3cdc,0b1ecae70a25bfd9b58469f13508968a,4f69b38455b8a23f083401040cf59a57,f7b964710d2e89d6f0bebcb23865d88e,484d50d21909a16d6bdd3f74f5744e63,1097764,0,7b632a60d771f8b8cd2ed46d46bb7997
09e68094fc7e8de955bc404116bbd094,0d61a918203ff9092d1d32bd1a525143,5b56be29d191c5c76b666879639b4e96,,b0df38568ab93bf76c470bdc0d6e4616,2ef891df9fc9619001de9acfc33dbafe,c49327c3d1594e2a02bb8208c1f3efbb,eda51faf15a42878952a83eebe71eb8c,c58913e8f6af65dd822b1522f531e629,a07402f9c9afd64b66b169d245df4e1b,1097765,0,ba509a59b09a435fc1b5c3e737b301b0
443f95077c242fd5c85a6088fe34256a,1e4fca31d64f1a28801355b2a603ea55,0cee2f227849308b5d6b569e60fecc92,,,,,,6d1d2a68d1d388b615079c1074bac33d,2273955392108b343681970804525f7e,1097766,0,afb9b2f7f6806e93c4802119525bf6b5
9cc059cf290c41afec8b83e69f7e86de,120bf61a317dff96fc85bfcb9a1e37aa,a2bffde77b6b5e230acd574577596f56,,,,,,18402892d3c8081d901046e8e3dd8bd9,86b214b81156b28789248e3b4bb57341,1097767,0,be2a74a140ccc8ebb021b4ea9fc9def1
fa2e6b8a85588b26a35023b0e9e897f8,e2d316a44fa23dd43018efb68beb3907,dfdb912186e88322ada91a91a920c366,,,,,,e2f40422d62900db34feb6564b6db6b9,0290864f5b0f6d8648fd9879a3e0885c,1097768,0,dfdb912186e88322ada91a91a920c366
a0f7e3a898569f3959a451664501395f,24c2cb93e1a08d8b0ed3117d879c1c1b,6761b8382a3dde840a9b128f0d1dd865,,55e80986387c2f61f10af4df74273729,2bb018c3b25b61648cab0759c5dbf103,793a4a6b6e25917e30edd8f7418ab285,cc58ac1daeef56bc723be289b20a893a,55965a080d55ec91491e376edf82a5f5,be9326725ea59e2815d48d606e50f4dc,1097769,0,0d4a5f922903f2c67fb2d2a40dbcbf3f
142c952550da1c9a959736f0c71b21a6,09d7ae65526beb2c1e6ef108e856760c,2beb1532b2213449da2d93d780e1238b,,40fef6b933469747f80771fc25345875,698bd49af20f9f7f76bed029f76b02ea,caa09516542d0ee3015f7be7db38af91,c2d2a0b2ec474dae8f7bbe49af302064,2f636b8cdbf065a86872757f2ef16e7b,2bb7411596147476d4831951c7fb673f,1097770,0,58b28571417de871b7487865b23cface
2819c827f7800c34fca4185234ec4f1d,b84d771de31d46bee421a883b184531f,f4f02107c57885de2c3d1939458d86d7,,,,,,89df3b9a2a76654eee1f397de27b8bb3,c9f12c1bda6fa7b4c36c42c74bf664ed,1097771,0,0223c4495570fd8ab4511211bed7e7eb
afcb32984a90426979601d982f3ea75e,f4aecd70c0abc4edd55d7f2733b22e60,9675dea83ce40b41e04b21b8b2abe86d,,835d1e3ade8c2b16984978e33ea5915f,3bbfe042aab1bc99e5e6b6673704a00b,8ebdf48f3139e884d2b54732104e40f2,02e101c8d5667438e04372f5f7b2a151,2e0a5de283dcf0bf0a3040649a9296c1,c452c7b8c1a5b4b98cf4310b904c2238,1097772,0,9675dea83ce40b41e04b21b8b2abe86d
4b86f11811e32608a977b5448eff2388,ac1bd1ac68e5bc9f90b95da8f435c0fb,9ef0e39de919644635d860d7f3da90a1,,8bf8a4f1e2867f6961fe9e90f620d98d,08bb64a868143804b3abde94d98b429e,bdfbaf21e163a120620dc01074ebb28e,47f8573221206406ede05ac9d8922a5c,0fe3e15a731a4e6bd4fa8739008e394b,2e55ca1cd4e6c79006fc728b1bc6fe00,1097773,1,309306113404b16c598423b62653bc4c
2a70272b12c957112f4f5b33911b8820,c4d3d2685bf41ffa9750999b2aeb1b52,3ca806ca2679a5557d47d76208962541,,,,,,c860381205fb172d329ac0236c9d766f,d7f933e8c4a977675c0bca3b9c6bae87,1097774,0,c88506725d5ea689330d5433d9ce5a8a
56c41aabab8c19efb7a23809666761ba,fa03b5370e67b1be49f28aacb9872e89,689723224c41a61f342fed9ab81b2882,,48a407d344732ea5a0768d2a7cad658b,c4b5c3e7cd3f8f3087d809ee21cf48a1,99b26319379470e4c135e52023879094,62b61e9cf6348eea0a0e2286d012b706,e3c9b66184002303db33747318ae160b,bd4706ed61e8ab6225ca6fe433798084,1097775,0,93af52b47976bd914d2cfe6cacf42d3d
50fd40b9f3a0d1ad8659435554a3ebe7,5ca146a121893af5f85e502a1d3b735a,0a550e085beaf12b55ddd661c5dbdef5,ddc9546a497175c8876aea5ac38c5aef,,,,,d0dff6f3f0ed2a7a5799a1585ea9e357,a5fc4bd3b69f0a04d74567e99f93dfae,1097776,1,7e1b66c7a00aa93b04950f1e27507fdb
db0c3f63911b9939155fd0630def83ce,97bf73afac260d37e6e43724d2120da4,0739c2f1aeabd421d1c69d552bfb8577,,b8b3b8f68328428bc3360f33589cb69f,89a3cce2da8b2461ce31c33cea4fbcc0,e652dc209c6fc0353a57c41ab82dc183,ba7b5259413a3b7bc7bc1e9b1d336585,c821aa417541f6c8941b62fc2638f9d9,fa5381cfe8a31916cc19cabd12b69036,1097777,0,fc7165a06e8a8122e9cee39efb213524
65de67705354d2bef1c325b99f139e52,7eb548ece94f1aac0b854992d6e9b536,53e2bbc4247362f6924b1346bffbed03,5a4325e0291ab0fa98738fcf8235ea14,,,a2f16603ec1c9035290902ea63c6d34c,5f1154a8ead9163e3e66c49a58bce059,e9c153a735b13caa6d0536a7b65dba6e,f3a99f5ce110ba3eb5efa9acb96e4bf3,1097778,0,81e98718f3992b74aa6a1b13ee6a3dbe
351f00b0988fe26f6fb3cc7b0cafafee,7d2b906498430309f4908960487e038f,e20c73048d43074f9469a87784020e85,,38a7ad1818421c2e6ab4d9a569ed1b92,c598a61fc7a4044826f2b0bc386e3509,97ecacfd847491697d0a0827658156bb,0ad7c8cbc24db8318b8b5cdff6980ad3,fd3f2b015bcc62f1b6783c07d73db129,9c0382ba0e1dc043d651fa82f2d33986,1097779,0,560aa8303fd0654044d3fe3c58e8cfdf
866357c12d88615f9944fa9cf198e23c,0403da9b8fc6bfe8934d802a1f70aa5e,7d6b01dd6d8ee9e45bde18ced0d80ba4,,490d092d9e096e78a06709fff41aad5b,32d267377838cabf553997ed78b7538e,16517b2e26b82e8073061b9b193d3dca,dcc425fa6e0b795238f4f8f498e44723,e8cc87d7bc4a40d7e9af183fd4fc55b5,67ba579749db4971eaf78cf2203e2672,1097780,0,879f6caade15f5a2c41b0c6fc67dfbba
ce2a7606fead2ef402851d072ab06760,135e05c6ada6b66c53f36900e4480562,8c754ef5a0ef509a75d4883fde6434ca,25a7f758e10cd95f7ce867ac93295f39,,,bfef06d52d6d03bac9f31b8e006ec2a3,5f1154a8ead9163e3e66c49a58bce059,8e306f2a98b63734821f5d84c7d47d55,9825fba78700c16be06104c2856a0add,1097781,0,e8c38019d13f909dd6fbb17ddc546141
3895ecf90e6f3037ff2b018518c84555,042cff39a264fb1fe61e0bf02b753c20,4449b0b868012d9b0f8690c9f33988ac,,b25ed04ceaebf85a9cef75dde4675886,,,,3ae5d1b6fa94471d8789dd08fa9abe8c,69a3c99ddfc593375d6ee66405b9e7e1,1097782,0,e6240e55da2b2b453fbfa3c20cf4ba06
63e7490b6c4788bdc2b32b1712318a66,4fca0326c411d688b8bb50428ae51127,127b4ceb65b900e69b8dd5f13c602ae2,72c1623e643e71f3241645db5d081f9d,,,,,459fbe6168447c794f60bbee1eb1fd07,b59e4897896de6a2280ae3580b48944d,1097783,0,45cbd2f6083ce7459fd9ee173316500c
bf131ac97727fa7db338dc5a6ca0fc93,2feb2a9bec32fcaf222cfa40108fa777,ffa25605d0d144988a90a09f2ad97bf4,,84d35aa38ffc2b82e7c803c3e9da5fad,648fe54d9cd6b3931d1e8df95b4c56af,423a3596a59c3517defaab30bda9c440,23bc043ef7af7d00e9951f83ff44c166,6332897718989079e735e5a321d6b757,a5dfe999c6bdaa7b7d5aeeca90d80386,1097784,0,c6a9e7b8c195d87306d521a4e0d7723a
253799a2cdcaa622f1d36b38361c011d,3ce6f31cb1525a33e6381abb16833785,e6922f835982e1a8e980408b7c011016,,9802840b5146551120269eaa83354a80,ffde025c15a38da9b714b2afe9a7a96c,180431392190309d16b91a77476e7777,a6bd952245088def4b1eda2a3ebc9c53,9781a4a80d87d2f0254a8e1847f6f798,ebaedad30decbd8ef048877112b73454,1097785,0,12f032e2db60fb1f4d1c050ff075aba7
f35de6650bc98fa14fdcdb37dd54f4c8,0607425f605c3e1a21b07fdbb29909ae,e4c2c38ac0a53dc2af820b26ef1f5486,,923c071a6e48fdb5c8ec8e981debb55d,10eff57b51f43d0158777b32d3a94d2d,ff86c9bb49d737af576fb7a85d834f9d,68b8d5cf6c1f000e35fd606bd1de0cff,d0f0bf9a398bcccee0f73fb7f5253b26,1559c1dbf81b569bc1184bbf1659a5d9,1097786,0,c07e64d345137b110ffe9cbe6309d123
22b37a5a8ac581027e679b9649e0f98b,05527186a1bc46f7090de5ddcf32de82,7392ec7a353ba7e666030867d99492db,7cc5b2a8d771287ccf0feaddb05dfed9,,,51507a2c90e8a60b7f71f9a46808c2cb,5f1154a8ead9163e3e66c49a58bce059,dcc5bb265ced7ca76c48883ce41384d5,6c1776586d9cc9b2dbb0800c6e980993,1097787,0,827d170d7486408fef526e0e3f21c4d3
